,index,sid,dyad,user_id,other_id,participant_condition,other_condition,question_content,measure
186,186,mk:prolific_participant_real_2:2,p4p6,mk:prolific_participant_real_2:2p6,mk:prolific_participant_real_2:2p4,U,U,conversation_quality,4.0
187,187,mk:prolific_participant_real_2:2,p4p6,mk:prolific_participant_real_2:2p6,mk:prolific_participant_real_2:2p4,U,U,video_conf_quality,4.0
188,188,mk:prolific_participant_real_2:2,p4p7,mk:prolific_participant_real_2:2p4,mk:prolific_participant_real_2:2p7,U,S,liked,4.0
189,189,mk:prolific_participant_real_2:2,p4p7,mk:prolific_participant_real_2:2p4,mk:prolific_participant_real_2:2p7,U,S,other_liked,4.0
190,190,mk:prolific_participant_real_2:2,p4p7,mk:prolific_participant_real_2:2p4,mk:prolific_participant_real_2:2p7,U,S,conversation_quality,4.0
191,191,mk:prolific_participant_real_2:2,p4p7,mk:prolific_participant_real_2:2p4,mk:prolific_participant_real_2:2p7,U,S,video_conf_quality,5.0
192,192,mk:prolific_participant_real_2:2,p4p7,mk:prolific_participant_real_2:2p7,mk:prolific_participant_real_2:2p4,S,U,liked,6.0
193,193,mk:prolific_participant_real_2:2,p4p7,mk:prolific_participant_real_2:2p7,mk:prolific_participant_real_2:2p4,S,U,other_liked,6.0
194,194,mk:prolific_participant_real_2:2,p4p7,mk:prolific_participant_real_2:2p7,mk:prolific_participant_real_2:2p4,S,U,conversation_quality,6.0
195,195,mk:prolific_participant_real_2:2,p4p7,mk:prolific_participant_real_2:2p7,mk:prolific_participant_real_2:2p4,S,U,video_conf_quality,6.0
196,196,mk:prolific_participant_real_2:2,p4p8,mk:prolific_participant_real_2:2p4,mk:prolific_participant_real_2:2p8,S,S,liked,6.0
197,197,mk:prolific_participant_real_2:2,p4p8,mk:prolific_participant_real_2:2p4,mk:prolific_participant_real_2:2p8,S,S,other_liked,5.0
198,198,mk:prolific_participant_real_2:2,p4p8,mk:prolific_participant_real_2:2p4,mk:prolific_participant_real_2:2p8,S,S,conversation_quality,5.0
199,199,mk:prolific_participant_real_2:2,p4p8,mk:prolific_participant_real_2:2p4,mk:prolific_participant_real_2:2p8,S,S,video_conf_quality,6.0
200,200,mk:prolific_participant_real_2:2,p4p8,mk:prolific_participant_real_2:2p8,mk:prolific_participant_real_2:2p4,S,S,liked,7.0
201,201,mk:prolific_participant_real_2:2,p4p8,mk:prolific_participant_real_2:2p8,mk:prolific_participant_real_2:2p4,S,S,other_liked,7.0
202,202,mk:prolific_participant_real_2:2,p4p8,mk:prolific_participant_real_2:2p8,mk:prolific_participant_real_2:2p4,S,S,conversation_quality,7.0
203,203,mk:prolific_participant_real_2:2,p4p8,mk:prolific_participant_real_2:2p8,mk:prolific_participant_real_2:2p4,S,S,video_conf_quality,7.0
204,204,mk:prolific_participant_real_3:1,p1p5,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p1,U,U,liked,4.0
205,205,mk:prolific_participant_real_3:1,p1p5,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p1,U,U,other_liked,4.0
206,206,mk:prolific_participant_real_3:1,p1p5,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p1,U,U,conversation_quality,4.0
207,207,mk:prolific_participant_real_3:1,p1p5,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p1,U,U,video_conf_quality,4.0
208,208,mk:prolific_participant_real_3:1,p1p7,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p1,S,S,liked,7.0
209,209,mk:prolific_participant_real_3:1,p1p7,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p1,S,S,other_liked,7.0
210,210,mk:prolific_participant_real_3:1,p1p7,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p1,S,S,conversation_quality,7.0
211,211,mk:prolific_participant_real_3:1,p1p7,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p1,S,S,video_conf_quality,7.0
212,212,mk:prolific_participant_real_3:1,p2p5,mk:prolific_participant_real_3:1p2,mk:prolific_participant_real_3:1p5,S,S,liked,7.0
213,213,mk:prolific_participant_real_3:1,p2p5,mk:prolific_participant_real_3:1p2,mk:prolific_participant_real_3:1p5,S,S,other_liked,6.0
214,214,mk:prolific_participant_real_3:1,p2p5,mk:prolific_participant_real_3:1p2,mk:prolific_participant_real_3:1p5,S,S,conversation_quality,7.0
215,215,mk:prolific_participant_real_3:1,p2p5,mk:prolific_participant_real_3:1p2,mk:prolific_participant_real_3:1p5,S,S,video_conf_quality,7.0
216,216,mk:prolific_participant_real_3:1,p2p5,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p2,S,S,liked,7.0
217,217,mk:prolific_participant_real_3:1,p2p5,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p2,S,S,other_liked,7.0
218,218,mk:prolific_participant_real_3:1,p2p5,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p2,S,S,conversation_quality,7.0
219,219,mk:prolific_participant_real_3:1,p2p5,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p2,S,S,video_conf_quality,7.0
220,220,mk:prolific_participant_real_3:1,p2p6,mk:prolific_participant_real_3:1p2,mk:prolific_participant_real_3:1p6,U,S,liked,7.0
221,221,mk:prolific_participant_real_3:1,p2p6,mk:prolific_participant_real_3:1p2,mk:prolific_participant_real_3:1p6,U,S,other_liked,7.0
222,222,mk:prolific_participant_real_3:1,p2p6,mk:prolific_participant_real_3:1p2,mk:prolific_participant_real_3:1p6,U,S,conversation_quality,7.0
223,223,mk:prolific_participant_real_3:1,p2p6,mk:prolific_participant_real_3:1p2,mk:prolific_participant_real_3:1p6,U,S,video_conf_quality,7.0
224,224,mk:prolific_participant_real_3:1,p2p6,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p2,S,U,liked,7.0
225,225,mk:prolific_participant_real_3:1,p2p6,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p2,S,U,other_liked,7.0
226,226,mk:prolific_participant_real_3:1,p2p6,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p2,S,U,conversation_quality,7.0
227,227,mk:prolific_participant_real_3:1,p2p6,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p2,S,U,video_conf_quality,4.0
228,228,mk:prolific_participant_real_3:1,p2p7,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p2,U,U,liked,7.0
229,229,mk:prolific_participant_real_3:1,p2p7,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p2,U,U,other_liked,7.0
230,230,mk:prolific_participant_real_3:1,p2p7,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p2,U,U,conversation_quality,7.0
231,231,mk:prolific_participant_real_3:1,p2p7,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p2,U,U,video_conf_quality,7.0
232,232,mk:prolific_participant_real_3:1,p3p5,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p5,U,S,liked,5.0
233,233,mk:prolific_participant_real_3:1,p3p5,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p5,U,S,other_liked,6.0
234,234,mk:prolific_participant_real_3:1,p3p5,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p5,U,S,conversation_quality,3.0
235,235,mk:prolific_participant_real_3:1,p3p5,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p5,U,S,video_conf_quality,6.0
236,236,mk:prolific_participant_real_3:1,p3p5,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p3,S,U,liked,7.0
237,237,mk:prolific_participant_real_3:1,p3p5,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p3,S,U,other_liked,7.0
238,238,mk:prolific_participant_real_3:1,p3p5,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p3,S,U,conversation_quality,7.0
239,239,mk:prolific_participant_real_3:1,p3p5,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p3,S,U,video_conf_quality,7.0
240,240,mk:prolific_participant_real_3:1,p3p6,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p6,S,S,liked,6.0
241,241,mk:prolific_participant_real_3:1,p3p6,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p6,S,S,other_liked,6.0
242,242,mk:prolific_participant_real_3:1,p3p6,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p6,S,S,conversation_quality,4.0
243,243,mk:prolific_participant_real_3:1,p3p6,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p6,S,S,video_conf_quality,5.0
244,244,mk:prolific_participant_real_3:1,p3p6,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p3,S,S,liked,7.0
245,245,mk:prolific_participant_real_3:1,p3p6,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p3,S,S,other_liked,6.0
246,246,mk:prolific_participant_real_3:1,p3p6,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p3,S,S,conversation_quality,7.0
247,247,mk:prolific_participant_real_3:1,p3p6,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p3,S,S,video_conf_quality,6.0
248,248,mk:prolific_participant_real_3:1,p3p7,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p7,S,U,liked,6.0
249,249,mk:prolific_participant_real_3:1,p3p7,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p7,S,U,other_liked,6.0
250,250,mk:prolific_participant_real_3:1,p3p7,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p7,S,U,conversation_quality,7.0
251,251,mk:prolific_participant_real_3:1,p3p7,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p7,S,U,video_conf_quality,3.0
252,252,mk:prolific_participant_real_3:1,p3p7,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p3,U,S,liked,7.0
253,253,mk:prolific_participant_real_3:1,p3p7,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p3,U,S,other_liked,7.0
254,254,mk:prolific_participant_real_3:1,p3p7,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p3,U,S,conversation_quality,7.0
255,255,mk:prolific_participant_real_3:1,p3p7,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p3,U,S,video_conf_quality,7.0
256,256,mk:prolific_participant_real_3:1,p3p8,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p8,U,U,liked,4.0
257,257,mk:prolific_participant_real_3:1,p3p8,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p8,U,U,other_liked,4.0
258,258,mk:prolific_participant_real_3:1,p3p8,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p8,U,U,conversation_quality,4.0
259,259,mk:prolific_participant_real_3:1,p3p8,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p8,U,U,video_conf_quality,4.0
260,260,mk:prolific_participant_real_3:1,p4p5,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p5,S,U,liked,6.0
261,261,mk:prolific_participant_real_3:1,p4p5,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p5,S,U,other_liked,6.0
262,262,mk:prolific_participant_real_3:1,p4p5,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p5,S,U,conversation_quality,7.0
263,263,mk:prolific_participant_real_3:1,p4p5,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p5,S,U,video_conf_quality,7.0
264,264,mk:prolific_participant_real_3:1,p4p5,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p4,U,S,liked,7.0
265,265,mk:prolific_participant_real_3:1,p4p5,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p4,U,S,other_liked,7.0
266,266,mk:prolific_participant_real_3:1,p4p5,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p4,U,S,conversation_quality,7.0
267,267,mk:prolific_participant_real_3:1,p4p5,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p4,U,S,video_conf_quality,7.0
268,268,mk:prolific_participant_real_3:1,p4p6,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p6,U,U,liked,7.0
269,269,mk:prolific_participant_real_3:1,p4p6,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p6,U,U,other_liked,7.0
270,270,mk:prolific_participant_real_3:1,p4p6,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p6,U,U,conversation_quality,7.0
271,271,mk:prolific_participant_real_3:1,p4p6,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p6,U,U,video_conf_quality,7.0
272,272,mk:prolific_participant_real_3:1,p4p6,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p4,U,U,liked,7.0
273,273,mk:prolific_participant_real_3:1,p4p6,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p4,U,U,other_liked,7.0
274,274,mk:prolific_participant_real_3:1,p4p6,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p4,U,U,conversation_quality,7.0
275,275,mk:prolific_participant_real_3:1,p4p6,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p4,U,U,video_conf_quality,6.0
276,276,mk:prolific_participant_real_3:1,p4p7,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p7,U,S,liked,7.0
277,277,mk:prolific_participant_real_3:1,p4p7,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p7,U,S,other_liked,7.0
278,278,mk:prolific_participant_real_3:1,p4p7,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p7,U,S,conversation_quality,7.0
279,279,mk:prolific_participant_real_3:1,p4p7,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p7,U,S,video_conf_quality,7.0
280,280,mk:prolific_participant_real_3:1,p4p7,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p4,S,U,liked,7.0
281,281,mk:prolific_participant_real_3:1,p4p7,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p4,S,U,other_liked,7.0
282,282,mk:prolific_participant_real_3:1,p4p7,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p4,S,U,conversation_quality,7.0
283,283,mk:prolific_participant_real_3:1,p4p7,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p4,S,U,video_conf_quality,7.0
284,284,mk:prolific_participant_real_3:2,p1p5,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p5,U,U,liked,7.0
285,285,mk:prolific_participant_real_3:2,p1p5,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p5,U,U,other_liked,7.0
286,286,mk:prolific_participant_real_3:2,p1p5,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p5,U,U,conversation_quality,7.0
287,287,mk:prolific_participant_real_3:2,p1p5,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p5,U,U,video_conf_quality,7.0
288,288,mk:prolific_participant_real_3:2,p1p5,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p1,U,U,liked,6.0
289,289,mk:prolific_participant_real_3:2,p1p5,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p1,U,U,other_liked,5.0
290,290,mk:prolific_participant_real_3:2,p1p5,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p1,U,U,conversation_quality,5.0
291,291,mk:prolific_participant_real_3:2,p1p5,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p1,U,U,video_conf_quality,7.0
292,292,mk:prolific_participant_real_3:2,p1p6,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p6,S,U,liked,7.0
293,293,mk:prolific_participant_real_3:2,p1p6,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p6,S,U,other_liked,7.0
294,294,mk:prolific_participant_real_3:2,p1p6,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p6,S,U,conversation_quality,7.0
295,295,mk:prolific_participant_real_3:2,p1p6,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p6,S,U,video_conf_quality,7.0
296,296,mk:prolific_participant_real_3:2,p1p6,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p1,U,S,liked,6.0
297,297,mk:prolific_participant_real_3:2,p1p6,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p1,U,S,other_liked,6.0
298,298,mk:prolific_participant_real_3:2,p1p6,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p1,U,S,conversation_quality,6.0
299,299,mk:prolific_participant_real_3:2,p1p6,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p1,U,S,video_conf_quality,6.0
300,300,mk:prolific_participant_real_3:2,p1p7,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p7,S,S,liked,7.0
301,301,mk:prolific_participant_real_3:2,p1p7,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p7,S,S,other_liked,7.0
302,302,mk:prolific_participant_real_3:2,p1p7,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p7,S,S,conversation_quality,7.0
303,303,mk:prolific_participant_real_3:2,p1p7,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p7,S,S,video_conf_quality,7.0
304,304,mk:prolific_participant_real_3:2,p1p7,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p1,S,S,liked,6.0
305,305,mk:prolific_participant_real_3:2,p1p7,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p1,S,S,other_liked,6.0
306,306,mk:prolific_participant_real_3:2,p1p7,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p1,S,S,conversation_quality,5.0
307,307,mk:prolific_participant_real_3:2,p1p7,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p1,S,S,video_conf_quality,6.0
308,308,mk:prolific_participant_real_3:2,p1p8,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p8,U,S,liked,6.0
309,309,mk:prolific_participant_real_3:2,p1p8,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p8,U,S,other_liked,6.0
310,310,mk:prolific_participant_real_3:2,p1p8,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p8,U,S,conversation_quality,5.0
311,311,mk:prolific_participant_real_3:2,p1p8,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p8,U,S,video_conf_quality,7.0
312,312,mk:prolific_participant_real_3:2,p1p8,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p1,S,U,liked,5.0
313,313,mk:prolific_participant_real_3:2,p1p8,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p1,S,U,other_liked,5.0
314,314,mk:prolific_participant_real_3:2,p1p8,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p1,S,U,conversation_quality,5.0
315,315,mk:prolific_participant_real_3:2,p1p8,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p1,S,U,video_conf_quality,7.0
316,316,mk:prolific_participant_real_3:2,p2p5,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p5,S,S,liked,7.0
317,317,mk:prolific_participant_real_3:2,p2p5,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p5,S,S,other_liked,7.0
318,318,mk:prolific_participant_real_3:2,p2p5,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p5,S,S,conversation_quality,7.0
319,319,mk:prolific_participant_real_3:2,p2p5,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p5,S,S,video_conf_quality,7.0
320,320,mk:prolific_participant_real_3:2,p2p5,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p2,S,S,liked,6.0
321,321,mk:prolific_participant_real_3:2,p2p5,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p2,S,S,other_liked,5.0
322,322,mk:prolific_participant_real_3:2,p2p5,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p2,S,S,conversation_quality,4.0
323,323,mk:prolific_participant_real_3:2,p2p5,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p2,S,S,video_conf_quality,6.0
324,324,mk:prolific_participant_real_3:2,p2p6,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p2,S,U,liked,4.0
325,325,mk:prolific_participant_real_3:2,p2p6,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p2,S,U,other_liked,4.0
326,326,mk:prolific_participant_real_3:2,p2p6,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p2,S,U,conversation_quality,4.0
327,327,mk:prolific_participant_real_3:2,p2p6,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p2,S,U,video_conf_quality,5.0
328,328,mk:prolific_participant_real_3:2,p2p7,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p7,U,U,liked,7.0
329,329,mk:prolific_participant_real_3:2,p2p7,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p7,U,U,other_liked,7.0
330,330,mk:prolific_participant_real_3:2,p2p7,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p7,U,U,conversation_quality,7.0
331,331,mk:prolific_participant_real_3:2,p2p7,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p7,U,U,video_conf_quality,7.0
332,332,mk:prolific_participant_real_3:2,p2p7,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p2,U,U,liked,7.0
333,333,mk:prolific_participant_real_3:2,p2p7,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p2,U,U,other_liked,7.0
334,334,mk:prolific_participant_real_3:2,p2p7,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p2,U,U,conversation_quality,6.0
335,335,mk:prolific_participant_real_3:2,p2p7,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p2,U,U,video_conf_quality,6.0
336,336,mk:prolific_participant_real_3:2,p2p8,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p8,S,U,liked,4.0
337,337,mk:prolific_participant_real_3:2,p2p8,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p8,S,U,other_liked,4.0
338,338,mk:prolific_participant_real_3:2,p2p8,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p8,S,U,conversation_quality,2.0
339,339,mk:prolific_participant_real_3:2,p2p8,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p8,S,U,video_conf_quality,7.0
340,340,mk:prolific_participant_real_3:2,p2p8,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p2,U,S,liked,5.0
341,341,mk:prolific_participant_real_3:2,p2p8,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p2,U,S,other_liked,5.0
342,342,mk:prolific_participant_real_3:2,p2p8,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p2,U,S,conversation_quality,5.0
343,343,mk:prolific_participant_real_3:2,p2p8,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p2,U,S,video_conf_quality,7.0
344,344,mk:prolific_participant_real_3:2,p3p5,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p5,U,S,liked,7.0
345,345,mk:prolific_participant_real_3:2,p3p5,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p5,U,S,other_liked,7.0
346,346,mk:prolific_participant_real_3:2,p3p5,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p5,U,S,conversation_quality,7.0
347,347,mk:prolific_participant_real_3:2,p3p5,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p5,U,S,video_conf_quality,7.0
348,348,mk:prolific_participant_real_3:2,p3p5,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p3,S,U,liked,4.0
349,349,mk:prolific_participant_real_3:2,p3p5,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p3,S,U,other_liked,3.0
350,350,mk:prolific_participant_real_3:2,p3p5,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p3,S,U,conversation_quality,4.0
351,351,mk:prolific_participant_real_3:2,p3p5,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p3,S,U,video_conf_quality,6.0
352,352,mk:prolific_participant_real_3:2,p3p6,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p6,S,S,liked,7.0
353,353,mk:prolific_participant_real_3:2,p3p6,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p6,S,S,other_liked,7.0
354,354,mk:prolific_participant_real_3:2,p3p6,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p6,S,S,conversation_quality,7.0
355,355,mk:prolific_participant_real_3:2,p3p6,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p6,S,S,video_conf_quality,7.0
356,356,mk:prolific_participant_real_3:2,p3p6,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p3,S,S,liked,7.0
357,357,mk:prolific_participant_real_3:2,p3p6,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p3,S,S,other_liked,7.0
358,358,mk:prolific_participant_real_3:2,p3p6,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p3,S,S,conversation_quality,7.0
359,359,mk:prolific_participant_real_3:2,p3p6,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p3,S,S,video_conf_quality,6.0
360,360,mk:prolific_participant_real_3:2,p3p7,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p7,S,U,liked,7.0
361,361,mk:prolific_participant_real_3:2,p3p7,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p7,S,U,other_liked,7.0
362,362,mk:prolific_participant_real_3:2,p3p7,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p7,S,U,conversation_quality,7.0
363,363,mk:prolific_participant_real_3:2,p3p7,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p7,S,U,video_conf_quality,7.0
364,364,mk:prolific_participant_real_3:2,p3p7,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p3,U,S,liked,5.0
365,365,mk:prolific_participant_real_3:2,p3p7,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p3,U,S,other_liked,6.0
366,366,mk:prolific_participant_real_3:2,p3p7,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p3,U,S,conversation_quality,4.0
367,367,mk:prolific_participant_real_3:2,p3p7,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p3,U,S,video_conf_quality,5.0
368,368,mk:prolific_participant_real_3:2,p3p8,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p8,U,U,liked,7.0
369,369,mk:prolific_participant_real_3:2,p3p8,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p8,U,U,other_liked,7.0
370,370,mk:prolific_participant_real_3:2,p3p8,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p8,U,U,conversation_quality,7.0
371,371,mk:prolific_participant_real_3:2,p3p8,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p8,U,U,video_conf_quality,7.0
